Id,SalePrice
1461,119942.57
1462,155215.42
1463,187994.0
1464,187725.48
1465,189091.88
1466,171271.64
1467,170189.77
1468,172737.89
1469,184274.0
1470,126324.03
1471,191290.61
1472,88575.414
1473,96927.78
1474,152778.22
1475,130344.28
1476,374176.44
1477,268525.12
1478,302045.53
1479,202523.39
1480,480809.5
1481,306832.3
1482,207361.02
1483,168671.97
1484,172253.19
1485,165126.81
1486,188208.03
1487,308762.53
1488,213036.86
1489,225814.7
1490,198017.03
1491,182375.22
1492,95664.414
1493,186983.6
1494,281363.2
1495,304200.6
1496,248171.73
1497,164595.19
1498,157716.67
1499,155619.16
1500,144103.64
1501,177811.22
1502,155836.05
1503,303872.75
1504,221701.77
1505,222142.11
1506,192690.2
1507,241931.72
1508,219579.48
1509,159606.27
1510,144923.55
1511,135621.67
1512,160130.48
1513,142881.61
1514,178321.55
1515,220581.97
1516,157589.83
1517,151921.1
1518,139547.14
1519,235939.8
1520,133803.8
1521,145728.05
1522,172609.92
1523,114126.15
1524,128891.39
1525,130588.39
1526,137974.44
1527,98381.195
1528,134266.9
1529,145026.84
1530,180027.3
1531,97285.234
1532,103301.77
1533,151921.25
1534,128726.88
1535,144513.64
1536,110448.43
1537,72019.35
1538,180925.53
1539,208413.19
1540,107547.945
1541,162428.27
1542,142796.0
1543,235931.3
1544,77262.75
1545,115299.66
1546,135410.19
1547,135623.58
1548,133519.12
1549,107127.05
1550,155498.53
1551,113028.27
1552,141375.22
1553,147228.86
1554,113610.445
1555,179088.72
1556,96515.59
1557,115750.484
1558,94007.52
1559,98968.45
1560,143911.53
1561,141540.78
1562,124929.24
1563,120233.945
1564,154190.97
1565,153144.45
1566,233346.39
1567,78173.73
1568,231341.1
1569,144511.6
1570,130473.76
1571,136798.3
1572,150731.39
1573,236786.25
1574,83667.34
1575,224653.0
1576,238183.69
1577,196229.88
1578,166250.42
1579,149539.38
1580,196714.03
1581,148798.48
1582,122897.81
1583,303704.4
1584,219536.9
1585,139853.42
1586,79646.805
1587,95519.42
1588,146494.23
1589,105889.805
1590,125869.83
1591,91358.79
1592,123868.586
1593,135140.89
1594,141433.05
1595,101639.67
1596,230640.7
1597,185263.11
1598,200593.5
1599,152926.17
1600,155009.7
1601,64152.965
1602,115251.734
1603,101189.414
1604,274496.94
1605,231087.75
1606,168293.52
1607,152214.17
1608,213758.53
1609,199722.22
1610,160725.8
1611,148810.25
1612,167229.06
1613,162038.42
1614,123515.73
1615,83990.05
1616,74612.38
1617,88126.805
1618,127950.484
1619,153279.88
1620,164924.31
1621,127363.24
1622,141847.0
1623,324663.4
1624,225980.4
1625,131611.67
1626,167928.22
1627,190323.02
1628,291822.12
1629,175306.73
1630,421336.5
1631,239713.89
1632,271854.3
1633,170694.9
1634,180748.19
1635,178606.66
1636,155106.89
1637,161876.14
1638,201837.23
1639,172577.4
1640,253043.66
1641,172272.36
1642,233814.9
1643,207708.62
1644,223316.08
1645,184770.5
1646,159546.73
1647,154524.62
1648,133812.16
1649,141417.81
1650,109566.74
1651,125032.2
1652,93100.555
1653,101241.484
1654,151666.83
1655,152659.5
1656,150485.94
1657,147082.8
1658,147247.28
1659,145260.78
1660,146456.08
1661,513469.4
1662,463889.7
1663,368774.9
1664,552869.06
1665,287407.4
1666,319318.12
1667,338740.12
1668,326601.56
1669,299302.06
1670,321701.5
1671,269642.22
1672,487653.22
1673,293912.4
1674,251413.75
1675,184787.53
1676,195557.36
1677,213936.19
1678,482031.4
1679,395144.8
1680,347688.16
1681,262752.06
1682,299243.03
1683,182882.06
1684,171091.88
1685,178858.42
1686,171787.98
1687,160226.72
1688,182164.28
1689,188171.94
1690,184860.52
1691,173594.14
1692,260440.48
1693,171610.92
1694,178195.34
1695,167392.48
1696,270359.47
1697,178539.11
1698,428031.7
1699,382780.44
1700,243947.95
1701,249115.27
1702,263297.2
1703,247371.86
1704,318630.44
1705,232019.48
1706,488574.16
1707,222449.27
1708,209247.72
1709,276301.9
1710,206335.56
1711,241057.6
1712,218480.48
1713,249615.19
1714,221246.56
1715,202145.36
1716,171175.5
1717,165247.47
1718,127988.18
1719,187010.31
1720,252451.67
1721,157664.88
1722,122563.625
1723,158975.52
1724,233271.98
1725,232532.33
1726,197543.11
1727,168954.47
1728,181613.66
1729,171055.25
1730,159238.9
1731,133115.7
1732,134679.44
1733,122522.44
1734,116979.43
1735,135013.94
1736,119474.086
1737,365876.03
1738,216556.25
1739,281329.47
1740,249871.88
1741,187701.2
1742,175733.12
1743,179503.92
1744,292929.47
1745,226826.75
1746,246602.73
1747,196796.89
