Id,SalePrice
1461,120500.0
1462,170000.0
1463,173000.0
1464,173000.0
1465,191000.0
1466,178000.0
1467,183200.0
1468,174000.0
1469,167000.0
1470,115000.0
1471,160000.0
1472,91500.0
1473,122500.0
1474,148500.0
1475,125000.0
1476,305000.0
1477,256300.0
1478,266000.0
1479,274900.0
1480,466500.0
1481,380000.0
1482,202665.0
1483,176432.0
1484,160200.0
1485,173000.0
1486,168500.0
1487,282922.0
1488,232000.0
1489,178000.0
1490,177500.0
1491,225000.0
1492,119000.0
1493,157500.0
1494,290000.0
1495,280000.0
1496,160000.0
1497,210000.0
1498,160000.0
1499,160000.0
1500,164000.0
1501,168500.0
1502,148800.0
1503,423000.0
1504,213500.0
1505,213500.0
1506,185750.0
1507,239000.0
1508,277000.0
1509,119000.0
1510,175500.0
1511,160000.0
1512,165000.0
1513,158000.0
1514,200500.0
1515,135000.0
1516,165000.0
1517,140000.0
1518,161500.0
1519,227000.0
1520,139000.0
1521,148000.0
1522,148000.0
1523,107900.0
1524,145500.0
1525,88000.0
1526,114500.0
1527,139000.0
1528,105000.0
1529,148000.0
1530,167000.0
1531,234000.0
1532,100000.0
1533,153000.0
1534,107900.0
1535,168000.0
1536,141500.0
1537,88000.0
1538,200000.0
1539,146000.0
1540,180000.0
1541,174500.0
1542,125000.0
1543,311500.0
1544,85000.0
1545,126000.0
1546,200100.0
1547,118500.0
1548,125500.0
1549,79500.0
1550,162900.0
1551,135000.0
1552,125500.0
1553,165000.0
1554,110500.0
1555,104900.0
1556,107000.0
1557,140000.0
1558,127500.0
1559,40000.0
1560,137450.0
1561,167900.0
1562,120000.0
1563,123000.0
1564,241500.0
1565,83000.0
1566,156500.0
1567,105000.0
1568,190000.0
1569,193500.0
1570,144900.0
1571,127000.0
1572,157000.0
1573,156500.0
1574,95000.0
1575,163000.0
1576,211000.0
1577,198900.0
1578,140000.0
1579,123600.0
1580,216837.0
1581,130000.0
1582,134800.0
1583,297000.0
1584,267000.0
1585,136500.0
1586,86000.0
1587,119000.0
1588,140000.0
1589,105000.0
1590,139000.0
1591,115000.0
1592,127000.0
1593,124900.0
1594,190000.0
1595,67000.0
1596,157900.0
1597,136905.0
1598,170000.0
1599,144000.0
1600,160200.0
1601,68500.0
1602,131000.0
1603,118400.0
1604,278000.0
1605,192000.0
1606,139000.0
1607,134432.0
1608,227000.0
1609,265900.0
1610,192140.0
1611,180500.0
1612,176432.0
1613,181000.0
1614,88000.0
1615,97000.0
1616,89500.0
1617,83500.0
1618,129500.0
1619,130000.0
1620,239000.0
1621,129500.0
1622,172000.0
1623,220000.0
1624,196000.0
1625,128500.0
1626,167900.0
1627,177500.0
1628,354000.0
1629,251000.0
1630,160000.0
1631,191000.0
1632,278000.0
1633,173000.0
1634,183200.0
1635,177500.0
1636,153900.0
1637,179900.0
1638,200000.0
1639,165000.0
1640,248000.0
1641,165000.0
1642,226000.0
1643,253000.0
1644,266000.0
1645,150000.0
1646,167900.0
1647,196500.0
1648,140000.0
1649,149900.0
1650,103000.0
1651,103000.0
1652,94500.0
1653,94500.0
1654,155000.0
1655,160000.0
1656,146000.0
1657,179400.0
1658,146000.0
1659,125000.0
1660,159000.0
1661,310000.0
1662,160000.0
1663,337500.0
1664,451950.0
1665,239000.0
1666,374000.0
1667,285000.0
1668,314813.0
1669,320000.0
1670,320000.0
1671,280000.0
1672,326000.0
1673,309000.0
1674,250000.0
1675,193000.0
1676,196000.0
1677,170000.0
1678,326000.0
1679,180000.0
1680,277500.0
1681,277500.0
1682,335000.0
1683,202500.0
1684,225000.0
1685,174000.0
1686,160200.0
1687,160000.0
1688,183500.0
1689,225000.0
1690,178000.0
1691,188500.0
1692,354000.0
1693,173000.0
1694,193000.0
1695,184100.0
1696,228000.0
1697,184100.0
1698,337000.0
1699,611657.0
1700,315000.0
1701,250000.0
1702,287090.0
1703,287090.0
1704,147000.0
1705,225000.0
1706,350000.0
1707,213490.0
1708,249700.0
1709,264132.0
1710,262500.0
1711,179900.0
1712,222000.0
1713,280000.0
1714,187750.0
1715,171900.0
