Id,SalePrice
1461,128153.84
1462,176096.4
1463,160521.64
1464,177460.02
1465,157912.28
1466,178341.73
1467,198141.92
1468,163932.28
1469,172638.02
1470,121501.5
1471,218085.11
1472,93857.85
1473,111870.96
1474,149684.56
1475,114563.85
1476,352274.38
1477,245597.12
1478,292135.78
1479,306569.34
1480,504051.9
1481,316447.25
1482,220272.92
1483,111701.6
1484,159326.66
1485,194789.94
1486,188432.88
1487,276790.16
1488,249498.6
1489,194853.9
1490,210290.06
1491,195322.28
1492,101203.625
1493,207579.6
1494,322536.34
1495,304234.72
1496,235352.56
1497,164822.69
1498,162577.88
1499,158192.2
1500,168340.67
1501,174171.7
1502,156331.16
1503,305177.47
1504,223193.73
1505,244972.7
1506,209431.2
1507,264018.0
1508,189860.36
1509,156409.11
1510,146067.61
1511,138778.64
1512,195718.8
1513,161719.23
1514,127093.89
1515,193613.06
1516,153341.55
1517,159173.23
1518,129609.35
1519,227592.03
1520,123119.36
1521,135111.16
1522,169652.92
1523,109174.87
1524,113773.66
1525,111375.08
1526,141007.36
1527,100020.695
1528,147241.22
1529,146853.39
1530,166606.33
1531,130382.945
1532,103317.38
1533,135257.97
1534,113416.41
1535,159493.44
1536,135036.69
1537,58876.99
1538,138591.14
1539,226013.81
1540,121331.336
1541,145957.2
1542,133348.06
1543,214950.45
1544,106948.86
1545,101110.7
1546,149138.48
1547,148857.14
1548,152439.73
1549,110426.14
1550,166668.81
1551,135357.84
1552,155537.9
1553,143890.45
1554,110904.016
1555,203810.83
1556,96588.16
1557,118543.83
1558,94204.66
1559,108321.03
1560,172257.88
1561,96968.18
1562,130728.086
1563,129200.56
1564,180602.98
1565,159762.61
1566,201722.47
1567,98209.85
1568,238604.56
1569,139312.6
1570,138302.11
1571,115570.66
1572,142945.77
1573,196017.05
1574,128090.92
1575,226677.77
1576,240788.0
1577,186690.95
1578,170168.38
1579,133470.55
1580,201092.7
1581,152965.25
1582,128435.71
1583,382782.4
1584,253402.58
1585,141269.6
1586,77515.984
1587,100087.945
1588,137633.95
1589,112817.516
1590,129615.55
1591,99258.86
1592,139363.1
1593,142947.69
1594,122969.195
1595,99446.3
1596,184703.89
1597,146176.08
1598,163134.31
1599,160896.72
1600,180521.39
1601,66195.21
1602,122040.73
1603,99248.54
1604,268019.78
1605,264151.75
1606,167529.34
1607,154811.78
1608,208378.69
1609,185880.94
1610,156020.34
1611,151718.61
1612,168935.28
1613,132275.88
1614,157441.62
1615,96516.305
1616,76973.63
1617,85928.09
1618,125350.77
1619,132256.97
1620,135357.16
1621,132833.27
1622,127778.15
1623,267991.94
1624,203710.67
1625,133145.45
1626,177235.58
1627,177397.06
1628,290759.3
1629,173807.97
1630,333227.06
1631,217510.98
1632,243270.72
1633,167664.16
1634,184307.66
1635,190601.86
1636,162505.25
1637,208031.31
1638,229572.69
1639,184880.14
1640,272384.03
1641,174198.16
1642,207387.72
1643,220091.58
1644,222216.16
1645,222094.7
1646,164813.4
1647,171404.5
1648,145452.19
1649,144134.36
1650,131150.27
1651,126560.74
1652,94591.11
1653,95506.13
1654,152588.16
1655,160423.33
1656,151005.7
1657,151782.39
1658,152141.62
1659,130542.35
1660,155809.1
1661,486417.44
1662,365600.38
1663,379238.75
1664,522841.94
1665,288939.62
1666,275361.28
1667,345397.06
1668,321580.84
1669,303033.25
1670,375759.78
1671,275256.5
1672,466333.34
1673,303701.4
1674,236369.05
1675,214828.36
1676,197706.3
1677,185040.77
1678,474406.75
1679,433200.28
1680,295406.6
1681,225185.84
1682,264430.75
1683,184085.83
1684,175372.89
1685,156947.27
1686,172998.31
1687,174705.03
1688,196948.7
1689,189863.23
1690,181983.81
1691,186424.2
1692,274414.3
1693,169858.08
1694,186977.31
1695,171710.36
1696,308122.6
1697,171031.84
1698,328146.06
1699,321147.53
1700,257987.45
1701,259944.83
1702,243726.69
1703,252130.27
1704,306995.97
1705,235250.81
1706,411390.3
1707,219172.25
1708,219293.27
1709,294006.12
1710,248763.25
1711,250348.36
1712,238013.73
1713,298301.53
1714,197652.48
1715,211124.16
1716,168092.84
1717,156440.67
1718,130954.94
1719,193880.9
1720,223167.88
1721,164323.28
1722,132887.61
1723,169469.25
1724,203464.06
1725,228050.6
1726,193000.28
1727,179957.67
1728,190126.55
1729,182835.11
1730,149165.52
1731,143727.36
1732,148233.94
1733,114102.086
1734,134056.2
1735,135136.48
1736,112367.97
1737,344632.12
1738,197867.06
1739,196254.67
1740,192636.83
1741,208447.75
1742,171087.83
1743,173460.83
1744,283019.0
1745,223876.47
1746,228611.53
1747,236434.28
1748,223141.98
1749,153685.6
